Gene	SRR6926216	SRR6926217	SRR6926218	SRR6926219	SRR6926220	SRR6926221	SRR6926222	SRR6926223	SRR6926224	SRR6026765	SRR6026766	SRR6026770	SRR6026771	SRR6026772
ACTR6	10398	11208	11909	8663	7880	8049	14181	15450	16815	15113	15563	16288	17899	18827
ACTR8	16528	18368	21610	22133	19855	19273	22642	27677	33439	21927	25999	33279	25846	29655
ACTRT3	1598	1890	1592	1850	1100	1148	1200	1956	1898	2776	2681	2672	2483	1743
ACVR1	3203	3467	4024	5176	5062	4929	5881	7429	7877	24368	27351	31178	31614	33189
ACVR1B	7886	10773	11716	6890	7347	8598	6383	7913	11136	85161	95312	89608	78813	72878
ACVR2A	3460	3662	4088	3993	3074	3087	3612	4799	6190	7449	9977	15740	12337	13585
ACVR2B	12976	11149	14666	8325	9422	7392	5523	8778	10008	58678	52859	36752	32806	32888
ACY1	10096	10583	10992	10432	9672	9699	13958	11754	13037	16498	21971	22189	16109	13665
ACYP1	4252	2924	3925	4019	3739	4493	2035	1613	2721	4545	8436	6080	4176	4778
ACYP2	7886	7125	9226	8779	7850	8841	12135	7165	8693	8253	8827	6184	6970	7807
AD000671.6	1621	2811	3009	3340	3736	3907	9329	6908	8665	34197	29808	42702	45329	43369
AD001527.4	6629	6620	7372	6167	5942	6697	13265	8674	9519	83880	71401	54917	74028	58619
ADA	6598	6810	6678	5236	5015	5086	5149	4652	4699	12946	18289	15925	11976	9667
ADAL	9182	7530	10367	6938	7828	8616	9645	12420	13238	9997	10948	11187	11976	11992
ADAM10	51746	54598	70132	84976	75654	75010	43378	61570	71373	30856	30462	27998	29342	34590
ADAM11	1191	1420	1471	452	601	683	606	150	525	49169	41855	37458	31015	28562
ADAM12	52425	50611	69231	102987	100915	94403	55045	85335	103360	13452	7082	5142	7958	8031
ADAM15	105330	125541	132767	162099	151641	168747	106946	90333	110675	135309	139624	71387	106938	90144
ADAM17	30388	30912	37867	62783	59965	56065	43918	66531	72353	33654	36088	50982	45820	50520
ADAM22	10133	11747	14959	10620	8833	9866	5574	7561	9160	21516	20377	18365	19636	21673
ADAM23	683	824	2016	998	680	1237	434	500	761	49847	44814	36749	35653	33109
ADAM9	98511	94275	118996	157138	145248	140785	89837	114099	133529	26189	23462	18373	29088	33383
ADAMTS1	3766	4346	4165	2547	2633	3781	5045	4810	6123	520121	261474	197832	202799	211829
ADAMTS15	692	348	600	2208	2843	2740	500	1037	1346	14768	20874	17211	14179	13206
ADAMTS16	200	300	200	1521	1522	1132	1324	933	1134	9853	20491	24554	10378	12051
ADAMTS3	729	1134	1033	694	745	491	50	249	400	5330	5098	6769	3701	5158
ADAMTS5	1200	2084	2240	1982	950	1827	4475	6639	9690	11620	16098	20044	10021	11140
ADAMTS6	2342	2275	2875	2548	2325	1430	1236	1376	2044	1596	2977	7052	4978	6324
ADAMTS7	1539	1834	2022	1250	899	958	1338	1241	1609	17458	16605	13465	8673	6982
ADAMTS9	493	392	840	548	1000	1485	291	550	897	11032	11613	10422	5843	5856
ADAP1	2707	3269	3365	1566	1937	1552	3601	2547	3720	24888	19322	16600	16433	14210
ADAP2	1092	800	1091	734	443	593	578	782	894	24075	25863	20573	23290	20095
ADAR	205175	205711	236441	199988	188152	177617	106393	189390	229224	393916	396437	361407	356110	336634
ADARB1	42435	43437	51380	60245	51457	61840	47293	53197	67026	43439	38302	36399	32588	32971
ADAT1	9930	7591	9916	7293	7135	5966	8653	12794	14616	39633	45188	43595	36883	34517
ADAT2	4467	6182	6777	4136	4829	3827	1852	2743	4170	13781	17322	19268	17381	18724
ADAT3	1632	1499	2196	2045	1439	1813	1444	800	850	21435	23002	26006	18934	18236
ADCK1	5117	4660	6884	4846	4284	4236	5389	4713	4609	10419	14835	18410	14519	9587
ADCK2	6364	6520	7430	4961	5236	5799	8247	7270	8934	88695	102841	92658	78159	70427
ADCK5	1320	1209	679	978	1064	1514	2258	1133	2142	5836	7140	8761	6925	6656
ADCY3	44160	47885	54228	34560	35776	38238	26498	29205	35130	199101	211595	194248	185870	162849
ADCY6	20906	23085	27086	25320	26815	26094	11350	17936	21567	100452	116727	50543	44671	42640
ADCY7	8726	10511	12888	19043	17520	17870	7467	7807	11425	39180	33571	24902	26148	28631
ADCY9	40878	40331	47855	41454	41500	42629	31856	42428	55792	84619	85894	65278	59744	54382
ADD1	104825	105851	127322	96432	89850	97806	82586	94247	108936	175823	191289	192433	174668	148990
ADD3	29388	29159	35925	21434	19855	19415	17885	24807	28161	62930	58188	55048	70548	76359
ADGRA2	7572	7477	9127	6439	5982	7709	8105	7426	9449	32184	36926	37635	37590	37856
ADGRA3	34683	35327	41047	35190	30313	29494	17337	21844	25409	52000	44226	32304	36557	36154
ADGRB2	10760	12375	12179	7158	5592	6949	4994	3830	4592	44380	50666	39781	31142	29717
ADGRE5	100916	110233	116794	121595	113860	128052	136969	139497	172961	30708	32353	45281	40448	35961
ADGRF3	142	197	184	140	356	684	81	190	379	1677	1752	1978	1768	1827
ADGRF4	200	94	300	600	500	1114	750	738	1268	1498	1123	885	2284	1517
ADGRG6	10043	9633	14151	10375	9290	8673	1887	2878	3990	35735	34409	32860	35050	43196
ADGRL1	33553	33940	38897	35002	32561	35062	17409	17570	26080	119683	123814	77646	77016	69490
ADGRL2	8188	7926	9610	5179	5393	3705	3111	4024	4486	91379	88374	84596	70064	85365
ADH5	53441	55947	65876	55715	53183	53471	60495	59436	68997	37808	42689	34873	31139	31226
ADHFE1	2467	3475	3331	2609	2185	3241	2555	1587	2401	5226	6251	6892	5789	6210
ADI1	32554	36189	42749	59965	54381	61865	44114	40969	44200	21556	22836	16805	18223	16412
ADIPOR1	70056	80774	87082	102915	88775	100230	96268	104312	113811	237087	276175	175543	178127	157668
ADIPOR2	65620	63764	77231	65125	58410	57665	62915	74602	84771	182170	189553	193602	166873	172471
ADIRF-AS1	700	900	1000	900	400	1149	2100	1244	2900	3675	6884	4006	3896	4358
ADK	47902	52656	63893	60048	54293	50709	56432	59675	63364	27186	27109	26845	26517	27112
ADM	11991	13441	14705	28076	22607	25475	26220	25215	26308	25203	33848	36964	28749	28500
ADM2	100	450	548	2188	1645	2447	11474	9076	11925	9077	5373	14780	71940	69105
ADNP	113429	108725	136115	101989	95675	89981	81198	133068	149435	82176	106754	143954	108869	116436
ADNP-AS1	562	450	425	337	261	401	420	330	369	1251	1201	1394	1397	1111
ADNP2	23561	23193	30203	24029	21306	21141	14418	25627	29285	87905	79941	126823	121737	134616
ADO	15385	18720	21986	17245	14988	16012	16888	18496	18968	75941	71222	76896	81098	73655
ADORA1	6291	6799	8438	5423	6018	6747	835	700	300	3977	4489	4891	3644	4618
ADORA2B	4664	4498	5016	6564	6215	7022	10159	9437	10355	10879	13504	11899	10972	10148
ADPGK	13195	14556	18715	17216	15880	16276	13523	15100	17922	92325	101856	92513	90213	81994
ADPRHL1	1790	2505	2843	5760	5885	5658	6644	7645	9256	3676	5873	4172	5211	3782
ADPRHL2	13073	11595	15437	16584	14205	16729	21814	16729	20155	45030	47460	76837	63332	61261
ADPRM	2732	2382	2755	2728	2481	2782	6245	5815	5923	5597	6241	15384	13588	14290
ADRB2	697	950	839	1638	1350	2197	735	949	1145	1347	2838	2336	806	1171
ADRM1	67203	81092	86323	93632	88029	98119	151280	102752	126210	161957	179061	180512	185909	149997
ADSL	49573	59846	66385	50651	44477	49904	59954	50661	62196	141841	182028	178534	196984	162815
ADSS	42034	48526	56293	39435	35598	37779	37594	48485	53203	56242	49807	48649	58958	63906
AEBP2	39553	43452	55755	37159	34422	35874	22971	38837	45464	22214	21912	30091	22589	28316
AEN	15651	16377	19192	19810	17305	18396	18384	18220	22555	245366	306711	482549	374753	319112
AES	103120	115933	136746	98658	86987	111440	125362	96878	105700	386851	386080	255087	247897	219778
AF011889.5	10264	8998	10334	16519	16029	14386	7973	11512	12466	41155	38723	26945	32956	30136
AF127936.9	906	399	800	620	720	944	358	535	574	2421	2751	2657	2156	3214
AF131216.7	414	463	379	250	537	292	80	290	1027	2016	2191	2594	2019	2133
AF230666.2	2008	1716	2532	2612	2168	3546	3019	4715	5056	1000	2269	3591	3930	3097
AFAP1	195706	190729	237098	188905	176156	173313	127816	205815	257911	23884	28099	26105	22967	19830
AFAP1L1	14322	14423	16987	12240	12150	12223	13077	12027	16343	12482	11643	11394	9541	9300
AFAP1L2	450	150	300	697	295	350	200	250	366	2252	3544	2916	2511	2381
AFDN	19042	16291	21537	17065	17005	17722	11163	19547	25126	241441	239002	237924	209815	224059
AFF1	44448	43706	55112	44705	41677	44506	16397	47827	62505	41602	31801	35145	33636	37517
AFF4	53297	50428	61746	70696	68866	64253	43425	90510	114492	135430	132881	160090	153827	159762
AFG3L1P	2704	2346	3124	1865	2017	1731	4586	3533	4748	43110	38163	37490	30537	30369
AFG3L2	54025	58517	70826	53499	51206	51896	50693	50135	58315	118343	106634	118734	135969	127909
AFMID	13511	13961	13521	10923	8130	10287	9946	7112	9724	26723	39972	36828	37957	32813
AFTPH	20254	22358	25466	31344	25954	26826	28659	38456	38971	21623	22138	33005	30717	41931
AGA	5899	6302	6358	7974	8510	8089	16244	16865	15365	9404	7896	8816	12541	12992
AGAP1	16676	15244	18034	18196	17655	17801	16823	19055	24987	127744	118538	83242	90424	67151
AGAP2	1994	2185	3076	2133	1739	2090	2192	1395	1654	13211	12055	9504	7641	7998
AGAP2-AS1	4538	4346	6042	4900	3898	4196	5950	4046	4700	10774	9396	8127	5468	5997
AGAP3	24841	25291	31642	27812	21784	26294	21395	19479	22369	123338	135203	142272	111254	107477
AGBL3	100	367	200	279	150	189	607	398	411	1339	2325	2166	2100	2747
AGBL5	48908	49616	61547	74863	70731	73240	50226	39730	47808	212954	254815	200394	185408	160535
AGFG1	21196	23778	27215	30860	27743	26426	23966	30775	37593	80005	77135	76962	74104	82796
AGFG2	4174	4235	5273	5209	4159	4529	8364	8318	8581	13908	15131	23090	14620	15053
AGGF1	26999	28980	31920	35830	25122	26955	27164	33046	33235	29449	32879	31334	31908	37531
AGK	12065	13566	13651	8715	8754	9196	10499	9857	13395	9459	10491	10302	8408	9399
AGL	33232	31049	38136	26090	25204	22996	12574	21770	25691	15407	17853	21702	25773	26971
AGMAT	6805	8176	8943	4566	4162	5781	4800	4246	5025	1937	2271	1800	3077	2453
AGO1	51791	49842	59280	46720	44567	44062	27706	39003	55095	146888	173167	123552	99072	103679
AGO2	77535	70805	96494	79406	74648	69636	35250	66106	91784	193703	166844	124452	134696	133541
AGO3	19229	18130	22410	24195	22737	21475	13094	19086	24187	31426	40253	39684	33797	42176
AGO4	6355	6524	8662	6985	9031	7026	4990	8316	8772	45751	32373	34223	28329	34629
AGPAT2	28682	31810	31070	41100	33280	41896	42610	29342	35452	135209	151942	108125	114420	101482
AGPAT3	48846	47628	57166	50303	47142	49410	44266	48821	53149	277689	254220	157728	207311	170396
AGPAT4	1841	1650	1440	1494	1044	1591	1250	2048	2180	31377	37108	62880	32306	35897
AGPAT5	25023	29879	35286	25925	26638	24487	17334	23759	25599	37633	32412	23368	28982	30523
AGPS	67204	68461	90217	70491	67064	70822	49609	71531	76255	50857	53959	54407	75919	82849
AGRN	88400	90958	99819	78469	74816	81742	54756	62575	88515	391970	453694	73910	128693	101514
AGTPBP1	12092	14587	16220	14415	12365	14991	18615	23800	28883	21048	28879	43860	47934	53240
AGTRAP	14251	15839	16444	14748	12646	13429	21223	16832	18433	33207	42811	31753	34282	27491
AHCTF1	57633	56485	73959	53558	49688	51952	44131	61959	64131	4581	5357	8556	8504	8171
AHCY	196117	215846	248861	176689	155186	167422	143753	123080	140812	270579	346667	317734	321512	250609
AHCYL1	89813	98963	110172	98831	89016	90337	95403	116718	138392	132561	130060	117933	125382	126845
AHCYL2	13026	13101	16060	25443	19787	21304	8196	14916	17774	47240	45548	41105	34025	38032
AHDC1	19105	18448	20042	15063	13964	16437	9021	7280	10997	27633	33045	28878	20865	21215
AHI1	15744	13973	18684	21449	20503	17089	14501	17533	18133	8903	15337	25138	23086	29485
AHNAK	448488	350638	496388	452670	438843	426040	156281	388829	602272	85910	124062	116507	112932	128024
AHNAK2	134757	117300	152589	103370	105351	100936	61026	107140	150730	5490	8738	6467	4937	4304
AHR	32779	36146	44888	37318	37323	37005	22798	48597	56127	25622	41252	58598	44365	48427
AHRR	34823	30054	40358	22608	23392	23693	26603	30644	42171	27207	28000	27785	36656	32045
AHSA1	60136	68177	84767	91361	79314	94298	59767	46249	55507	114090	133078	111309	103614	95870
AHSA2	23565	19864	24631	25127	19500	18749	25265	25163	31601	48900	57039	53480	46828	50661
AIDA	10999	11049	13284	16306	17140	15192	12805	15964	17412	7312	6697	5961	6309	7929
AIF1L	33561	33378	36995	34752	30037	32122	17801	16256	18721	149575	169101	114861	121694	101648
AIFM1	26002	26839	29533	40724	37285	38630	28649	27033	35294	85255	91138	81071	93944	91526
AIFM2	18065	17274	21285	24847	23517	24414	29132	28194	33659	19801	24829	27479	28159	26479
AIG1	9105	9404	11309	9146	7606	7477	13947	10362	11934	51265	70566	53836	56055	53062
AIM1	11931	10028	14595	10374	9065	9525	13493	22409	26854	3984	4518	4463	4916	5598
AIM1L	422	800	350	150	384	364	747	699	786	1102	1391	2043	1266	1602
AIMP1	29508	27234	37359	32328	31451	32921	39837	41788	42760	17056	19504	20725	26925	29842
AIMP2	34013	36108	41637	33949	27842	29068	62261	54269	62726	73792	84284	101436	95130	82832
AIP	26695	32337	34075	33330	29298	32524	39589	29539	33881	59689	75689	72525	68778	56822
AJ003147.9	100	167	95	158	37	100	173	273	178	1534	1458	1907	1482	1689
AJUBA	19657	21769	27337	16786	14873	18126	38354	48085	60590	24158	43215	79575	76420	90884
AK1	38201	42630	44506	65033	54985	60026	82243	63089	72734	57469	82613	62112	53336	49195
AK2	94250	100336	122956	115623	101875	118135	124625	113818	120857	132411	143287	135494	144978	128130
AK3	27361	25175	29178	21771	18409	20110	18880	25116	22103	55959	71706	49190	53977	60058
AK4	57879	57256	69764	95604	87549	86101	49538	63626	78720	41413	33455	24143	22923	24738
AK7	1379	1350	1833	1430	1619	1543	2304	1694	1792	939	1479	603	775	1125
AK9	1289	1345	2658	1503	1450	1726	1388	1983	2334	3737	4870	4628	4939	5901
AKAP1	52716	54766	64964	47636	39729	43763	28493	31468	37078	124634	118533	119087	95992	92540
AKAP10	15567	15891	16952	16994	15446	14293	18342	21549	25715	40433	40906	51983	44526	50859
AKAP11	27465	28043	37015	35099	32255	24638	14560	38170	42427	15770	23035	31974	33040	34137
AKAP12	39745	42364	57153	23672	23857	23376	13403	24780	29189	81851	91662	81802	62780	77242
AKAP13	59954	52628	65649	62914	61687	56275	28263	60814	79845	91942	95255	118878	88589	88542
AKAP2	35738	35609	44156	28933	25000	24105	18320	28435	30863	36880	49428	53643	47185	53611
AKAP5	1099	550	1350	150	300	250	400	200	300	5492	6750	8942	6861	8244
AKAP6	2187	1546	2483	1541	950	949	600	1498	2086	349	870	1125	919	677
AKAP7	2841	2723	4200	3059	1891	2221	2529	3489	3832	5865	8454	8800	7732	9277
AKAP8	26411	26178	32044	32058	29070	28665	22557	22536	29232	53028	53405	83890	63728	66270
AKAP8L	28742	32718	35389	35933	33196	41731	35795	29615	32007	73921	94463	123477	81406	84944
AKAP9	19678	20234	24871	25562	25397	24670	11989	20991	25903	3079	19986	38250	36806	32736
AKIP1	7982	10199	9492	8234	7838	8278	15054	12725	16478	14614	17349	25717	19641	19436
AKIRIN1	32744	30548	38777	36287	30092	33073	34281	38799	48810	128624	133081	121541	119437	128549
AKIRIN2	14588	14760	14666	13885	11162	13407	23781	22873	26274	79770	108204	130866	103743	94238
AKNA	1986	2302	2892	1432	1456	1777	3296	3781	4975	8993	15347	14255	25355	20849
AKR1A1	31432	34350	36440	58526	53102	57494	65144	45852	55623	83101	100392	97331	86578	75278
AKR1B1	47687	48326	53019	47044	41886	45727	67091	62304	74365	147261	175726	148568	155897	125698
AKR7A2	23550	24325	25212	23678	23999	24650	25305	17654	21883	84635	91371	77023	66009	55936
AKT1	72983	78480	85541	70019	60548	60403	54094	57964	71835	276340	349830	270050	213043	187638
AKT1S1	34172	37289	39356	43783	39895	44756	49335	41503	50932	184748	201789	154351	168096	137392
AKT2	59244	62771	70143	72114	60746	74244	42337	43406	52280	598590	537185	360423	482483	407247
AKTIP	6090	7476	9002	9202	7974	8678	10341	11179	13575	12896	12700	11600	12596	15044
AL021546.6	27752	28685	30375	36993	27291	30873	40294	30083	36685	50473	53222	39909	38203	31556
AL109761.5	612	572	407	298	267	323	121	528	541	605	381	422	678	1351
AL136419.6	11270	12918	16852	16544	13399	18549	34144	26316	28062	30087	39291	40306	28876	27309
AL590762.6	2188	2080	2602	1799	3202	2847	4735	4600	3768	2837	1990	934	1180	1773
ALAD	10743	12983	14069	12757	12131	11917	10365	8519	11687	26265	32651	36708	25551	29466
ALAS1	34110	40501	45250	42379	33366	39827	69298	61585	71170	33975	45627	81249	55171	50024
ALCAM	50585	46854	59030	97530	90855	90679	103774	116473	123621	33912	50238	50841	56857	59331
ALDH16A1	11536	12189	12433	18219	15903	20685	13004	9872	10982	101961	102665	83857	102111	82533
ALDH18A1	114433	116313	140338	156914	138749	154690	86375	96443	109953	196141	204044	223064	233581	207880
ALDH1A3	4584	3884	4591	2394	1892	2524	1399	2693	3350	20566	16150	11683	15458	14000
ALDH1B1	17976	19164	23681	20704	18462	20787	7565	9092	10842	56108	62028	60531	65945	57369
ALDH1L2	2937	3536	3242	9933	9879	9306	9633	15228	16072	2128	1605	1186	3070	3110
ALDH2	47819	50523	55777	58453	53852	61185	64843	58239	63229	77204	72051	63025	75388	72868
ALDH3A1	4970	6507	6280	3199	3455	3750	3231	1962	3110	1943	1917	2228	1822	1755
ALDH3A2	71398	74057	86964	55018	53401	54329	29416	35988	38884	97219	85872	73423	75322	79704
ALDH3B1	53423	56479	62694	60011	56842	62974	53943	45326	55695	2183	3078	3374	2040	2026
ALDH4A1	5077	5661	7313	7592	6395	7254	4466	3976	5402	28139	35057	35079	28449	25297
ALDH5A1	14861	17629	18909	12000	12101	12152	10002	11286	12295	81007	80841	66957	57374	56351
ALDH6A1	19784	21909	26390	32138	31220	27711	22189	31388	37553	15150	24100	22645	17120	17330
ALDH7A1	44169	47310	55948	37399	36990	36967	36738	33258	39484	70640	77600	66681	57524	56581
ALDH7A1P1	19818	18023	25492	16622	15972	16916	16867	14128	18419	15561	17611	14539	15156	14427
ALDH9A1	32474	33124	41534	41693	35278	39818	37217	36829	39676	111879	121947	114414	113652	103779
ALDOA	999482	1093050	1185901	1475951	1333310	1455366	1519838	1116566	1314319	795386	868475	709045	930380	724774
ALDOAP1	4432	3971	4763	5736	5457	6408	5713	4390	3663	5252	4114	4197	6891	4723
ALG1	17393	19206	21634	21883	20365	20757	28180	22988	32550	24287	37546	34103	30426	22600
ALG10	4404	5442	6083	4778	4824	4720	4148	6111	6327	5112	6168	6418	5852	6869
ALG10B	7304	7995	12410	9474	9647	7095	5674	11343	11456	16352	18666	16872	15474	20028
ALG11	5195	5296	6709	8590	8862	8725	3080	6470	7579	12798	14192	15395	16085	17867
ALG12	7165	7037	8119	16760	15211	13924	13032	11564	16137	60768	83920	106155	78848	70607
ALG13	7063	6608	9425	8461	6598	8839	11099	11077	14543	35267	38019	41843	45739	51738
ALG14	5149	4298	4705	12137	9315	11835	6434	6125	6000	16351	20757	14031	14481	12881
ALG1L	414	350	343	747	300	1003	992	789	1063	859	669	976	740	575
ALG2	12325	13649	17056	34469	32194	34812	30206	36246	36642	42891	58279	56453	67527	61100
ALG3	66150	72859	78869	76846	66836	73276	79934	58747	67138	63952	80562	68513	67305	59803
ALG5	8106	8358	9739	15738	15003	15300	18716	17165	17098	18023	19435	25563	26665	24138
ALG6	6095	5285	7820	3386	3748	3912	5222	6258	6474	16018	15836	12037	15343	14775
ALG8	28636	30432	33444	31303	29996	30008	23784	26547	29516	51337	62204	46629	48860	49102
ALG9	7964	9743	12510	14014	13564	14231	18257	16288	19075	49799	57656	60323	59869	55785
ALKBH1	8362	7005	8274	8406	7393	7540	13235	11018	12212	15442	23532	40094	26456	27033
ALKBH2	11924	14238	15417	10576	9556	12041	14632	12710	13466	15539	20704	25770	21708	15660
ALKBH3	4449	5633	4696	5223	5239	5071	15330	13693	14280	27940	37564	54774	55473	42030
ALKBH4	3641	5468	5961	3732	4141	3569	5626	4236	5383	29480	35733	43816	35023	32966
ALKBH5	86421	92755	104414	139268	123732	134834	137329	145414	174096	266223	291871	286551	251951	224892
ALKBH6	2242	2206	2317	1693	1733	2267	6641	4786	3618	60753	55122	48580	50116	44425
ALKBH7	3738	5060	4857	11038	9470	10540	8983	5770	6657	23644	29220	21167	19917	16421
ALKBH8	3664	3076	3332	3805	3168	2824	4608	7115	6503	7275	6464	14307	16413	17393
ALMS1	20149	19595	28703	23484	21382	20542	12979	20715	26147	29143	29117	43748	43703	46426
ALOX12	199	128	246	158	256	323	527	468	216	2542	2730	1839	1383	1303
ALOX12-AS1	380	498	800	499	862	725	1000	764	448	5312	6086	4577	3486	3413
ALOXE3	50	50	150	100	100	44	392	100	150	810	1465	1523	1646	897
ALPK1	3115	2284	4165	2178	2177	1920	5996	7277	8278	7581	7520	7637	6784	7588
ALPK2	550	750	848	1200	541	250	590	650	399	483	227	694	5488	7477
ALPP	7236	6936	9578	5484	3839	6417	4848	2853	4346	9242	9713	10707	8367	7653
ALS2	14191	15634	17509	16242	13287	13160	14029	22190	26579	40925	40498	53061	40278	45105
ALX1	2531	2195	2982	2292	1327	2045	1590	1545	2164	4994	4964	5958	4018	4688
ALX4	400	150	300	300	250	435	150	250	400	12065	10383	9366	9936	8243
